topic,lesson,chin_simple,chin_traditional,pinyin,english
"Location 6
","Lesson - 1
",先,NA,xiān,early / prior / former / in advance / first
"Location 6
","Lesson - 1
",然后,然後,rán hòu,after / then (afterwards) / after that / afterwards
"Location 6
","Lesson - 1
",西边,西邊,xī biān,west / west side / western part / to the west of
"Location 6
","Lesson - 1
",东边,東邊,dōng bian,east / east side / eastern part / to the east of
"Location 6
","Lesson - 1
",前,NA,qián,front / forward / ahead / first / top (followed by a number) / future / ago / before / BC (e.g. 前293年) / former / formerly
"Location 6
","Lesson - 1
",左,NA,"Zuǒ 

zuǒ","surname Zuo

left / the Left (politics) / east / unorthodox / queer / wrong / differing / opposite / variant of 佐"
"Location 6
","Lesson - 2
",北边,北邊,běi biān,north / north side / northern part / to the north of
"Location 6
","Lesson - 2
",一直,NA,yī zhí,straight (in a straight line) / continuously / always / from the beginning of ... up to ... / all along
"Location 6
","Lesson - 2
",最后,最後,zuì hòu,final / last / finally / ultimate
"Location 6
","Lesson - 2
",南边,南邊,nán bian,south / south side / southern part / to the south of
"Location 6
","Lesson - 2
",直,NA,"Zhí 

zhí","surname Zhi / Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝 descended from Shennong 神農｜神农 Farmer God

straight / to straighten / fair and reasonable / frank / straightforward / (indicates continuing motion or action) / vertical / vertical downward stroke in Chinese characters"
"Location 6
","Lesson - 2
",右,NA,yòu,right (-hand) / the Right (politics) / west (old)
"Location 6
","Lesson - 2
",后,NA,"Hòu 

hòu 

hòu","surname Hou

empress / queen

back / behind / rear / afterwards / after / later"
"Location 6
","Lesson - 3
",迷路,NA,mí lù,to lose the way / lost / labyrinth / labyrinthus vestibularis (of the inner ear)
"Location 6
","Lesson - 3
",地址,NA,dì zhǐ,address / CL: 個｜个
"Location 6
","Lesson - 3
",周围,周圍,zhōu wéi,surroundings / environment / to encompass
"Location 6
","Lesson - 3
",迷,NA,mí,to bewilder / crazy about / fan / enthusiast / lost / confused
"Location 6
","Lesson - 3
",址,NA,zhǐ,location / site
"Location 6
","Lesson - 3
",围,圍,"Wéi 

wéi","surname Wei

to encircle / to surround / all around / to wear by wrapping around (scarf, shawl)"
"Daily Routine 3
","Lesson - 1
",般,NA,"bān 

pán","sort / kind / class / way / manner

see 般樂｜般乐"
"Daily Routine 3
","Lesson - 1
",聊,NA,liáo,to chat / to depend upon (literary) / temporarily / just / slightly
"Daily Routine 3
","Lesson - 1
",聊天,NA,liáo tiān,to chat / to gossip
"Daily Routine 3
","Lesson - 1
",一般,NA,yī bān,same / ordinary / so-so / common / general / generally / in general
"Daily Routine 3
","Lesson - 1
",见面,見面,jiàn miàn,to meet / to see each other / CL: 次
"Daily Routine 3
","Lesson - 2
",自己,NA,zì jǐ,oneself / one's own
"Daily Routine 3
","Lesson - 2
",一个人,一個人,yī gè rén,by oneself (without assistance) / alone (without company)
"Daily Routine 3
","Lesson - 2
",自,NA,zì,self / oneself / from / since / naturally / surely
"Daily Routine 3
","Lesson - 2
",己,NA,jǐ,"self / oneself / sixth of the ten Heavenly Stems 十天干 / sixth in order / letter ""F"" or roman ""VI"" in list ""A, B, C"", or ""I, II, III"" etc / hexa"
"Travel 2
","Lesson - 1
",证,証,"zhèng 

zhèng","to admonish / variant of 證｜证

certificate / proof / to prove / to demonstrate / to confirm / variant of 症"
"Travel 2
","Lesson - 1
",签,簽,"qiān 

qiān","to sign one's name / visa / variant of 籤｜签

inscribed bamboo stick (used in divination, gambling, drawing lots etc) / small wood sliver / label / tag"
"Travel 2
","Lesson - 1
",照,NA,zhào,according to / in accordance with / to shine / to illuminate / to reflect / to look at (one's reflection) / to take (a photo) / photo / as requested / as before
"Travel 2
","Lesson - 1
",护,護,hù,to protect
"Travel 2
","Lesson - 1
",护照,護照,hù zhào,"passport / CL: 本, 個｜个"
"Travel 2
","Lesson - 1
",签证,簽證,qiān zhèng,visa / certificate / to certify / CL: 個｜个
"Travel 2
","Lesson - 2
",发现,發現,fā xiàn,to find / to discover
"Travel 2
","Lesson - 2
",起飞,起飛,qǐ fēi,(of an aircraft) to take off
"Travel 2
","Lesson - 2
",离开,離開,lí kāi,to depart / to leave
"Travel 2
","Lesson - 2
",发,發,"fā 

fà","to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)

hair / Taiwan pr. [fa3]"
"Travel 2
","Lesson - 3
",检查,檢查,jiǎn chá,inspection / to examine / to inspect / CL: 次
"Travel 2
","Lesson - 3
",行李,NA,xíng li,luggage / CL: 件
"Travel 2
","Lesson - 3
",安全,NA,ān quán,safe / secure / safety / security
"Travel 2
","Lesson - 3
",检,檢,jiǎn,to check / to examine / to inspect / to exercise restraint
"Travel 2
","Lesson - 3
",查,NA,"Zhā 

chá 

zhā","surname Zha

to research / to check / to investigate / to examine / to refer to / to look up (e.g. a word in a dictionary)

see 山查"
"Travel 2
","Lesson - 4
",几乎,幾乎,jī hū,almost / nearly / practically
"Travel 2
","Lesson - 4
",忘记,忘記,wàng jì,to forget
"Travel 2
","Lesson - 4
",海关,海關,hǎi guān,customs (i.e. border crossing inspection) / CL: 個｜个
"Travel 2
","Lesson - 4
",忘,NA,wàng,to forget / to overlook / to neglect
"Travel 2
","Lesson - 4
",记,記,jì,"to record / to note / to memorize / to remember / mark / sign / classifier for blows, kicks, shots"
"Travel 2
","Lesson - 4
",几,NA,"jī 

jī 

jǐ","small table

almost

how much / how many / several / a few"
"Travel 2
","Lesson - 4
",乎,NA,hū,"(classical particle similar to 於｜于) in / at / from / because / than / (classical final particle similar to 嗎｜吗, 吧, 呢, expressing question, doubt or astonishment)"
"Languages 2
","Lesson - 1
",言,NA,yán,words / speech / to say / to talk
"Languages 2
","Lesson - 1
",易,NA,"Yì 

yì","surname Yi / abbr. for 易經｜易经, the Book of Changes

easy / amiable / to change / to exchange"
"Languages 2
","Lesson - 1
",容,NA,"Róng 

róng","surname Rong

to hold / to contain / to allow / to tolerate / appearance / look / countenance"
"Languages 2
","Lesson - 1
",种,種,"zhǒng 

zhòng","seed / species / kind / type / classifier for types, kinds, sorts

to plant / to grow / to cultivate"
"Languages 2
","Lesson - 1
",容易,NA,róng yì,easy / likely / liable (to)
"Languages 2
","Lesson - 1
",久,NA,jiǔ,(long) time / (long) duration of time
"Languages 2
","Lesson - 1
",语言,語言,yǔ yán,"language / CL: 門｜门, 種｜种"
"Languages 2
","Lesson - 1
",学,學,xué,to learn / to study / to imitate / science / -ology
"Languages 2
","Lesson - 2
",更,NA,"gēng 

gèng","to change or replace / to experience / one of the five two-hour periods into which the night was formerly divided / watch (e.g. of a sentry or guard)

more / even more / further / still / still more"
"Languages 2
","Lesson - 2
",努力,NA,nǔ lì,great effort / to strive / to try hard
"Languages 2
","Lesson - 2
",汉字,漢字,hàn zì,Chinese character / CL: 個｜个 / Japanese: kanji / Korean: hanja / Vietnamese: hán tự
"Languages 2
","Lesson - 2
",努,NA,nǔ,to exert / to strive
"Languages 2
","Lesson - 2
",力,NA,"Lì 

lì","surname Li

power / force / strength / ability / strenuously"
"Languages 2
","Lesson - 3
",提高,NA,tí gāo,to raise / to increase / to improve
"Languages 2
","Lesson - 3
",水平,NA,shuǐ píng,level (of achievement etc) / standard / horizontal
"Languages 2
","Lesson - 3
",后来,後來,hòu lái,afterwards / later
"Languages 2
","Lesson - 3
",考,攷,"kǎo 

kǎo","to beat / to hit / variant of 考 / to inspect / to test / to take an exam

to check / to verify / to test / to examine / to take an exam / to take an entrance exam for / deceased father"
"Languages 2
","Lesson - 3
",提,NA,tí,to carry (hanging down from the hand) / to lift / to put forward / to mention / to raise (an issue) / upwards character stroke / lifting brush stroke (in painting) / scoop for measuring liquid
"Languages 2
","Lesson - 3
",平,NA,"Píng 

píng","surname Ping

flat / level / equal / to tie (make the same score) / to draw (score) / calm / peaceful / see also 平聲｜平声"
"Personality and Feelings
","Lesson - 1
",看起来,看起來,kàn qǐ lai,seemingly / apparently / looks as if / appear to be / gives the impression that / seems on the face of it to be
"Personality and Feelings
","Lesson - 1
",奇怪,NA,qí guài,strange / odd / to marvel / to be baffled
"Personality and Feelings
","Lesson - 1
",生气,生氣,shēng qì,to get angry / to take offense / angry / vitality / liveliness
"Personality and Feelings
","Lesson - 1
",紧张,緊張,jǐn zhāng,nervous / keyed up / intense / tense / strained / in short supply / scarce / CL: 陣｜阵
"Personality and Feelings
","Lesson - 1
",奇,NA,"jī 

qí","odd (number)

strange / odd / weird / wonderful / surprisingly / unusually"
"Personality and Feelings
","Lesson - 1
",怪,NA,guài,bewildering / odd / strange / uncanny / devil / monster / to wonder at / to blame / quite / rather
"Personality and Feelings
","Lesson - 1
",紧,緊,jǐn,tight / strict / close at hand / near / urgent / tense / hard up / short of money / to tighten
"Personality and Feelings
","Lesson - 2
",难过,難過,nán guò,to feel sad / to feel unwell / (of life) to be difficult
"Personality and Feelings
","Lesson - 2
",地,NA,"de 

dì","-ly / structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct

earth / ground / field / place / land / CL: 片"
"Personality and Feelings
","Lesson - 2
",想,NA,xiǎng,to think / to believe / to suppose / to wish / to want / to miss (feel wistful about the absence of sb or sth)
"Personality and Feelings
","Lesson - 2
",哭,NA,kū,to cry / to weep
"Personality and Feelings
","Lesson - 2
",可怕,NA,kě pà,awful / dreadful / fearful / formidable / frightful / scary / hideous / horrible / terrible / terribly
"Personality and Feelings
","Lesson - 3
",热情,熱情,rè qíng,cordial / enthusiastic / passion / passionate / passionately
"Personality and Feelings
","Lesson - 3
",关心,關心,guān xīn,to be concerned about / to care about
"Personality and Feelings
","Lesson - 3
",经常,經常,jīng cháng,frequently / constantly / regularly / often / day-to-day / everyday / daily
"Personality and Feelings
","Lesson - 3
",遇到,NA,yù dào,to meet / to run into / to come across
"Personality and Feelings
","Lesson - 3
",好笑,NA,hǎo xiào,laughable / funny / ridiculous
"Personality and Feelings
","Lesson - 3
",遇,NA,"Yù 

yù","surname Yu

to meet / to encounter / to treat / to receive / opportunity / chance"
"School 2
","Lesson - 1
",求,NA,qiú,to seek / to look for / to request / to demand / to beseech
"School 2
","Lesson - 1
",教,NA,"Jiào 

jiāo 

jiào","surname Jiao

to teach

religion / teaching / to make / to cause / to tell"
"School 2
","Lesson - 1
",班,NA,"Bān 

bān","surname Ban

team / class / squad / work shift / ranking / CL: 個｜个 / classifier for groups"
"School 2
","Lesson - 1
",校长,校長,xiào zhǎng,"(college, university) president / headmaster / CL: 個｜个, 位, 名"
"School 2
","Lesson - 1
",要求,NA,yāo qiú,to request / to require / requirement / to stake a claim / to ask / to demand / CL: 點｜点
"School 2
","Lesson - 1
",食堂,NA,shí táng,"dining hall / CL: 個｜个, 間｜间"
"School 2
","Lesson - 1
",食,NA,"shí 

sì","to eat / food / animal feed / eclipse

to feed"
"School 2
","Lesson - 1
",堂,NA,táng,"(main) hall / large room for a specific purpose / CL: 間｜间 / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for classes, lectures etc / classifier for sets of furniture"
"School 2
","Lesson - 2
",必须,必須,bì xū,to have to / must / compulsory / necessarily
"School 2
","Lesson - 2
",完成,NA,wán chéng,to complete / to accomplish
"School 2
","Lesson - 2
",作业,作業,zuò yè,school assignment / homework / work / task / operation / CL: 個｜个 / to operate
"School 2
","Lesson - 2
",高中,NA,"gāo zhōng 

gāo zhòng","senior high school / abbr. for 高級中學｜高级中学

to pass brilliantly (used in congratulatory fashion)"
"School 2
","Lesson - 2
",必,NA,bì,certainly / must / will / necessarily
"School 2
","Lesson - 2
",成,NA,"Chéng 

chéng","surname Cheng

to succeed / to finish / to complete / to accomplish / to become / to turn into / to be all right / OK! / one tenth"
"School 2
","Lesson - 2
",须,須,"xū 

xū","must / to have to / to wait

beard / mustache / feeler (of an insect etc) / tassel"
"School 2
","Lesson - 2
",业,業,"Yè 

yè","surname Ye

line of business / industry / occupation / job / employment / school studies / enterprise / property / (Buddhism) karma / deed / to engage in / already"
"School 2
","Lesson - 3
",向,NA,"Xiàng 

xiàng 

xiàng","surname Xiang

towards / to face / to turn towards / direction / to support / to side with / shortly before / formerly / always / all along

to tend toward / to guide / variant of 向"
"School 2
","Lesson - 3
",借,NA,jiè,to lend / to borrow / by means of / to take (an opportunity)
"School 2
","Lesson - 3
",笔记,筆記,bǐ jì,to take down (in writing) / notes / a type of literature consisting mainly of short sketches / CL: 本
"School 2
","Lesson - 3
",铅笔,鉛筆,qiān bǐ,"(lead) pencil / CL: 支, 枝, 桿｜杆"
"School 2
","Lesson - 3
",铅,鉛,qiān,lead (chemistry)
"School 2
","Lesson - 3
",纸,紙,zhǐ,"paper / CL: 張｜张, 沓 / classifier for documents, letter etc"
"School 2
","Lesson - 4
",清楚,NA,qīng chu,clear / distinct / to understand thoroughly / to be clear about
"School 2
","Lesson - 4
",黑板,NA,hēi bǎn,"blackboard / CL: 塊｜块, 個｜个"
"School 2
","Lesson - 4
",笔记本,筆記本,bǐ jì běn,notebook (stationery) / CL: 本 / notebook (computing)
"School 2
","Lesson - 4
",清,NA,"Qīng 

qīng","Qing or Ch'ing dynasty of Imperial China (1644-1911) / surname Qing

clear / distinct / quiet / just and honest / pure / to settle or clear up / to clean up or purge"
"School 2
","Lesson - 4
",楚,NA,"Chǔ 

chǔ","surname Chu / abbr. for Hubei 湖北省 and Hunan 湖南省 provinces together / Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC)

distinct / clear / orderly / pain / suffering / deciduous bush used in Chinese medicine (genus Vitex) / punishment cane (old)"
"School 2
","Lesson - 4
",板,NA,"bǎn 

bǎn 

pàn","board / plank / plate / shutter / table tennis bat / clappers (music) / CL: 塊｜块 / accented beat in Chinese music / hard / stiff / to stop smiling or look serious

see 老闆｜老板, boss

to catch sight of in a doorway (old)"
"School 2
","Lesson - 4
",体育馆,體育館,tǐ yù guǎn,gym / gymnasium / stadium / CL: 個｜个
"Future
","Lesson - 1
",化,NA,huà,to make into / to change into / -ization / to ... -ize / to transform / abbr. for 化學｜化学
"Future
","Lesson - 1
",算,NA,suàn,to regard as / to figure / to calculate / to compute
"Future
","Lesson - 1
",搬,NA,bān,to move (i.e. relocate oneself) / to move (sth relatively heavy or bulky) / to shift / to copy indiscriminately
"Future
","Lesson - 1
",变,變,biàn,to change / to become different / to transform / to vary / rebellion
"Future
","Lesson - 1
",打算,NA,dǎ suàn,to plan / to intend / to calculate / plan / intention / calculation / CL: 個｜个
"Future
","Lesson - 1
",变化,變化,biàn huà,change / variation / to change / to vary / CL: 個｜个
"Future
","Lesson - 1
",机会,機會,jī huì,opportunity / chance / occasion / CL: 個｜个
"Future
","Lesson - 2
",留学,留學,liú xué,to study abroad
